"item_id"	"manufacturer_item_id"	"upc_or_ean_id"	"manufacturer"	"product_name"	"short_description"	"extended_description"	images	weight	length	width	height	categories	"retail_map"	"msrp"	"stock_status"
"ATIA1201198"	"A1201198"	"758152106254"	"Advanced Technology Inc."	"TALON TACTICAL STOCK SYS SAIGA DES TAN"	"TALON TACTICAL STOCK SYS SAIGA DES TAN"	"Saiga Talon Tactical Shotgun Stock System - Desert Tan: Includes the scorpion recoil six position buttstock and pistol grip stock - Scorpion recoil system - Triton mount system - Removable/Adjustable cheekrest"	ATIA1201198.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"189.99"	"N"
"ATIA1201250"	"A1201250"	"758152104656"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT MOS DES TAN"	"AKITA ADJ STOCK KIT MOS DES TAN"	"Mossberg Akita Adjustable Stock and Forend - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weather proof - Manufactured in the USA"	ATIA1201250.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201251"	"A1201251"	"758152104748"	"Advanced Technology Inc."	"AKITA ADJ STOCK MOS DES TAN"	"AKITA ADJ STOCK MOS DES TAN"	"Mossberg Akita Adjustable Stock - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1201251.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"99.99"	"N"
"ATIA1201285"	"A1201285"	"758152108081"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK MOS DES TAN"	"AKITA ADJ STOCK KIT NEO CHK MOS DES TAN"	"AKITA ADJ STOCK KIT NEO CHK MOS DES TAN"	ATIA1201285.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201286"	"A1201286"	"758152108098"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK MOS DES TAN"	"AKITA ADJ STOCK NEO CHK MOS DES TAN"	"AKITA ADJ STOCK NEO CHK MOS DES TAN"	ATIA1201286.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1201300"	"A1201300"	"758152104830"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT REM DES TAN"	"AKITA ADJ STOCK KIT REM DES TAN"	"Remington Akita Adjustable Stock and Forend - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1201300.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201301"	"A1201301"	"758152104847"	"Advanced Technology Inc."	"AKITA ADJ STOCK REM DES TAN"	"AKITA ADJ STOCK REM DES TAN"	"Remington Akita Adjustable Stock - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1201301.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1201335"	"A1201335"	"758152108104"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK REM DES TAN"	"AKITA ADJ STOCK KIT NEO CHK REM DES TAN"	"AKITA ADJ STOCK KIT NEO CHK REM DES TAN"	ATIA1201335.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201336"	"A1201336"	"758152108111"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK REM DES TAN"	"AKITA ADJ STOCK NEO CHK REM DES TAN"	"AKITA ADJ STOCK NEO CHK REM DES TAN"	ATIA1201336.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1201350"	"A1201350"	"758152104939"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT WIN DES TAN"	"AKITA ADJ STOCK KIT WIN DES TAN"	"Winchester Akita Adjustable Stock and Forend - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in USA"	ATIA1201350.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201351"	"A1201351"	"758152104946"	"Advanced Technology Inc."	"AKITA ADJ STOCK WIN DES TAN"	"AKITA ADJ STOCK WIN DES TAN"	"Winchester Akita Adjustable Stock - Desert Tan: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1201351.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1201385"	"A1201385"	"758152108128"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK WIN DES TAN"	"AKITA ADJ STOCK KIT NEO CHK WIN DES TAN"	"AKITA ADJ STOCK KIT NEO CHK WIN DES TAN"	ATIA1201385.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1201386"	"A1201386"	"758152108135"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK WIN DES TAN"	"AKITA ADJ STOCK NEO CHK WIN DES TAN"	"AKITA ADJ STOCK NEO CHK WIN DES TAN"	ATIA1201386.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301172"	"A1301172"	"758152106414"	"Advanced Technology Inc."	"AKITA FOREND MOS DE BRN"	"AKITA FOREND MOS DE BRN"	"Mossberg Akita Forend - Dark Earth Brown: Ergonomic forend design with sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufactured in the USA - Limited lifetime warranty"	ATIA1301172.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1301173"	"A1301173"	"758152106421"	"Advanced Technology Inc."	"AKITA FOREND REM DE BRN"	"AKITA FOREND REM DE BRN"	"Remington Akita Forend - Dark Earth Brown: Ergonomic forend design with sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufactured in the USA - Limited lifetime warranty"	ATIA1301173.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1301174"	"A1301174"	"758152106438"	"Advanced Technology Inc."	"AKITA FOREND WIN DE BRN"	"AKITA FOREND WIN DE BRN"	"Winchester Akita Forend - Dark Earth Brown: Ergonomic forend design with sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufactured in the USA - Limited lifetime warranty"	ATIA1301174.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1301250"	"A1301250"	"758152105233"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT MOS DE BRN"	"AKITA ADJ STOCK KIT MOS DE BRN"	"Mossberg Akita Adjustable Stock and Forend - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the"	ATIA1301250.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301251"	"A1301251"	"758152105240"	"Advanced Technology Inc."	"AKITA ADJ STOCK MOS DE BRN"	"AKITA ADJ STOCK MOS DE BRN"	"Mossberg Akita Adjustable Stock - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1301251.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301285"	"A1301285"	"758152106353"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK MOS DE BRN"	"AKITA ADJ STOCK KIT NEO CHK MOS DE BRN"	"Mossberg Akita Adjustable Stock and Forend with Neoprene Adjustable Cheekrest- Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Snap-In cheekrest plugs - Weatherproof: "	ATIA1301285.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301286"	"A1301286"	"758152108142"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK MOS DE BRN"	"AKITA ADJ STOCK NEO CHK MOS DE BRN"	"Mossberg Akita Adjustable Stock with Neoprene Adjustable Cheekrest - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in USA"	ATIA1301286.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301300"	"A1301300"	"758152108159"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT REM DE BRN"	"AKITA ADJ STOCK KIT REM DE BRN"	"Remington Akita Adjustable Stock and Forend - Dark Earth Brown: 4 position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in USA"	ATIA1301300.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301301"	"A1301301"	"758152105264"	"Advanced Technology Inc."	"AKITA ADJ STOCK REM DE BRN"	"AKITA ADJ STOCK REM DE BRN"	"Remington Akita Adjustable Stock - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1301301.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301335"	"A1301335"	"758152107015"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK REM DE BRN"	"AKITA ADJ STOCK KIT NEO CHK REM DE BRN"	"Remington Akita Adjustable Stock with Neoprene Adjustable Cheekrest - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in USA"	ATIA1301335.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301336"	"A1301336"	"758152107022"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK REM DE BRN"	"AKITA ADJ STOCK NEO CHK REM DE BRN"	"Remington Akita Adjustable Stock with Neoprene Cheekrest - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in USA"	ATIA1301336.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301350"	"A1301350"	"758152108166"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT WIN DE BRN"	"AKITA ADJ STOCK KIT WIN DE BRN"	"Winchester Akita Adjustable Stock and Forend - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof"	ATIA1301350.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301351"	"A1301351"	"758152108180"	"Advanced Technology Inc."	"AKITA ADJ STOCK WIN DE BRN"	"AKITA ADJ STOCK WIN DE BRN"	"Winchester Akita Adjustable Stock - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof - Manufactured in the USA"	ATIA1301351.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1301385"	"A1301385"	"758152107039"	"Advanced Technology Inc."	"AKITA ADJ STOCK KIT NEO CHK WIN DE BRN"	"AKITA ADJ STOCK KIT NEO CHK WIN DE BRN"	"Winchester Akita Adjustable Stock and Forend with Neoprene Adjustable Cheekrest - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof"	ATIA1301385.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA1301386"	"A1301386"	"758152106407"	"Advanced Technology Inc."	"AKITA ADJ STOCK NEO CHK WIN DE BRN"	"AKITA ADJ STOCK NEO CHK WIN DE BRN"	"Winchester Akita Adjustable Stock and Forend - Dark Earth Brown: Four position adjustable buttstock - Length of pull adjusts - Ergonomic forend design - Scorpion recoil pad - Adjustable cheekrest - Snap-In cheekrest plugs - Weatherproof"	ATIA1301386.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"89.99"	"N"
"ATIA1401003"	"A1401003"	"758152108197"	"Advanced Technology Inc."	"TAC SHTGN STOCK KIT DES GRAY"	"TAC SHTGN STOCK KIT DES GRAY"	"Tactical Shotgun Non-Adjustable - Side Folding Stock and Forend with Scorpion Recoil System - Destroyer Gray: Buttstock folds to left side of receiver - Pivot housing assembly - 2inch picatinny rails - Textured forend - Removable/Adjustable cheekrest"	ATIA1401003.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"119.99"	"N"
"ATIA1401004"	"A1401004"	"758152108203"	"Advanced Technology Inc."	"TAC SHTGN STOCK DES GRAY"	"TAC SHTGN STOCK DES GRAY"	"Tactical Shotgun Non-Adjustable - Side Folding Stock with Scorpion Recoil System - Destroyer Gray: Buttstock folds to left side of receiver - Pivot housing assembly - Removable/Adjustable cheekrest - Six degree drop tube adapter - Manufactured in the USA"	ATIA1401004.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"99.99"	"N"
"ATIA1401130"	"A1401130"	"758152106568"	"Advanced Technology Inc."	"TAC SHTGN STOCK KIT 6-POS ADJ DES GRAY"	"TAC SHTGN STOCK KIT 6-POS ADJ DES GRAY"	"Tactical Shotgun Adjustable - Side Folding Stock and Forend with Scorpion Recoil System - Destroyer Gray:  Six position adjustable - Stock folds to left side of receiver - Pivot housing assembly - Removable/Adjustable cheekrest - Six degree drop tube adapt"	ATIA1401130.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"119.99"	"N"
"ATIA1401135"	"A1401135"	"758152107138"	"Advanced Technology Inc."	"TAC SHTGN STOCK 6-POS ADJ DES GRAY"	"TAC SHTGN STOCK 6-POS ADJ DES GRAY"	"Tactical Shotgun Adjustable - Side Folding Stock with Scorpion Recoil System - Destroyer Gray:  Six position collapsible - Buttstock folds to left side of receiver - Pivot housing assembly - Removable/Adjustable cheekrest - Six degree drop tube adapter"	ATIA1401135.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"99.99"	"N"
"ATIA1401172"	"A1401172"	"758152105806"	"Advanced Technology Inc."	"AKITA FOREND MOS DES GRAY"	"AKITA FOREND MOS DES GRAY"	"Mossberg Akita Forend - Destroyer Gray: Ergonomic forend design with Sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufacture in the USA - Limited lifetime warranty"	ATIA1401172.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1401173"	"A1401173"	"758152105813"	"Advanced Technology Inc."	"AKITA FOREND REM DES GRAY"	"AKITA FOREND REM DES GRAY"	"Remington Akita Forend - Destroyer Gray: Ergonomic forend design with Sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufacture in the USA - Limited lifetime warranty"	ATIA1401173.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1401174"	"A1401174"	"758152105820"	"Advanced Technology Inc."	"AKITA FOREND WIN DES GRAY"	"AKITA FOREND WIN DES GRAY"	"Winchester Akita Forend - Destroyer Gray: Ergonomic forend design with Sure-grip texture - Weatherproof - Extreme temperature glass reinforced polymer forend - Manufacture in the USA - Limited lifetime warranty"	ATIA1401174.jpg	.0000	.0000	.0000	.0000	SHOTGUN	"n/a"	"29.99"	"N"
"ATIA1401195"	"A1401195"	"758152105592"	"Advanced Technology Inc."	"TALON TACTICAL STOCK SYS MOS DES GRAY"	"TALON TACTICAL STOCK SYS MOS DES GRAY"	"Mossberg Talon Tactical Shotgun Stock System - Destroyer Gray: Includes the scorpion recoil six position buttstock and pistol grip stock - Scorpion recoil system - Triton mount system - Removable/Adjustable cheekrest - Six degree drop tube adapter"	ATIA1401195.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"134.99"	"N"
"ATIA1401196"	"A1401196"	"758152105653"	"Advanced Technology Inc."	"TALON TACTICAL STOCK SYS REM DES GRAY"	"TALON TACTICAL STOCK SYS REM DES GRAY"	"Remington Talon Tactical Shotgun Stock System - Destroyer Gray: Includes the scorpion recoil six position buttstock and pistol grip stock - Scorpion recoil system - Triton mount system - Removable/Adjustable cheekrest - Six degree drop tube adapter"	ATIA1401196.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"134.99"	"N"
"ATIA1401198"	"A1401198"	"758152106476"	"Advanced Technology Inc."	"TALON TACTICAL STOCK SYS SAIGA DES GRAY"	"TALON TACTICAL STOCK SYS SAIGA DES GRAY"	"Winchester Talon Tactical Shotgun Stock System - Destroyer Gray: Includes the scorpion recoil six position buttstock and pistol grip stock - Scorpion recoil system - Triton mount system - Removable/Adjustable cheekrest - Six degree drop tube adapter"	ATIA1401198.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"179.99"	"N"
"ATIA2101005"	"A2101005"	"758152108210"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P RUG MINI-14/30"	"STRIKEFORCE STOCK 6P RUG MINI-14/30"	"Ruger Mini-14/Mini-30 Adjustable Non-side Folding Strikeforce Stock with Scorpion Recoil System : Six position - One 7inch picatinny top rail - Two 2inch picatinny rails - One 2inch picatinny rail with swivel stud - Blank covers"	ATIA2101005.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2101006"	"A2101006"	"758152108227"	"Advanced Technology Inc."	"STRIKEFORCE STOCK RUG MINI-14/30"	"STRIKEFORCE STOCK RUG MINI-14/30"	"Ruger Mini-14/Mini-30 Adjustable Non-side Folding Strikeforce Stock with Scorpion Recoil System : One 7inch picatinny top rail - Two 2inch picatinny rails - One 2inch picatinny rail with swivel stud - Blank covers"	ATIA2101006.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2101007"	"A2101007"	"758152108234"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SF RUG MINI-14/30"	"STRIKEFORCE STOCK SF RUG MINI-14/30"	"Ruger Mini-14/Mini-30 Non-Adjustable Side Folding Strikeforce Stock with Scorpion Recoil System : Six position - One 7inch picatinny top rail - Two 2inch picatinny rails - One 2inch picatinny rail with swivel stud - Blank covers"	ATIA2101007.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2101008"	"A2101008"	"758152108241"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P RUG 10/22"	"STRIKEFORCE STOCK 6P RUG 10/22"	"Ruger 10/22 Adjustable Non-Side Folding Strikeforce Stock with Scorpion Recoil System: Six position - One 4inch picatinny rail - Three 2inch picatinny rails - One 2inch picatinny rails with swivel stud - Blank covers"	ATIA2101008.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101009"	"A2101009"	"758152108258"	"Advanced Technology Inc."	"STRIKEFORCE STOCK RUG 10/22"	"STRIKEFORCE STOCK RUG 10/22"	"Ruger 10/22 Non-Adjustable Non-Side Folding Strikeforce Stock with Scorpion Recoil System: One 4inch picatinny rail - Three 2inch picatinny rails - One 2inch picatinny rails with swivel stud - Blank covers - Additional ventilation in forend and top cover"	ATIA2101009.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101016"	"A2101016"	"758152108265"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SF RUG 10/22"	"STRIKEFORCE STOCK SF RUG 10/22"	"Ruger 10/22 Non-Adjustable Side Folding Strikeforce Stock with Scorpion Recoil System: Can be fired from folded position - Pivot housing assembly - One 4inch picatinny rail - Three 2inch picatinny rails - One 2inch picatinny rails with swivel stud"	ATIA2101016.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101017"	"A2101017"	"758152108272"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P SKS"	"STRIKEFORCE STOCK 6P SKS"	"STRIKEFORCE STOCK 6P SKS"	ATIA2101017.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101018"	"A2101018"	"758152108289"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SKS"	"STRIKEFORCE STOCK SKS"	"STRIKEFORCE STOCK SKS"	ATIA2101018.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101019"	"A2101019"	"758152108296"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SF SKS"	"STRIKEFORCE STOCK SF SKS"	"STRIKEFORCE STOCK SF SKS"	ATIA2101019.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
"ATIA2101025"	"A2101025"	"758152108302"	"Advanced Technology Inc."	"STRIKEFORCE STOCK KIT 6P AK-47"	"STRIKEFORCE STOCK KIT 6P AK-47"	"STRIKEFORCE STOCK KIT 6P AK-47"	ATIA2101025.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"119.99"	"N"
"ATIA2101026"	"A2101026"	"758152108319"	"Advanced Technology Inc."	"STRIKEFORCE STOCK PKG AK-47"	"STRIKEFORCE STOCK PKG AK-47"	"STRIKEFORCE STOCK PKG AK-47"	ATIA2101026.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"119.99"	"N"
"ATIA2101027"	"A2101027"	"758152108326"	"Advanced Technology Inc."	"STRIKEFORCE STOCK PKG SF AK-47"	"STRIKEFORCE STOCK PKG SF AK-47"	"STRIKEFORCE STOCK PKG SF AK-47"	ATIA2101027.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"119.99"	"N"
"ATIA2101028"	"A2101028"	"758152108333"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG RUG MINI-14/30"	"STRIKEFORCE ULT PKG RUG MINI-14/30"	"STRIKEFORCE ULT PKG RUG MINI-14/30"	ATIA2101028.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"199.99"	"N"
"ATIA2101029"	"A2101029"	"758152108340"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG AK-47"	"STRIKEFORCE ULT PKG AK-47"	"STRIKEFORCE ULT PKG AK-47"	ATIA2101029.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"169.99"	"N"
"ATIA2101031"	"A2101031"	"758152102201"	"Advanced Technology Inc."	"STRIKEFORCE STOCK AK-47"	"STRIKEFORCE STOCK AK-47"	"STRIKEFORCE STOCK AK-47"	ATIA2101031.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"49.99"	"N"
"ATIA2101032"	"A2101032"	"758152102522"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SF AK-47"	"STRIKEFORCE STOCK SF AK-47"	"STRIKEFORCE STOCK SF AK-47"	ATIA2101032.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"49.99"	"N"
"ATIA2101042"	"A2101042"	"758152108357"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG PLUS AK-47"	"STRIKEFORCE ULT PKG PLUS AK-47"	"STRIKEFORCE ULT PKG PLUS AK-47"	ATIA2101042.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"199.99"	"N"
"ATIA2101043"	"A2101043"	"758152110473"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG SKS"	"STRIKEFORCE ULT PKG SKS"	"STRIKEFORCE ULT PKG SKS"	ATIA2101043.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"169.99"	"N"
"ATIA2101044"	"A2101044"	"758152110480"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG RUG 10/22"	"STRIKEFORCE ULT PKG RUG 10/22"	"STRIKEFORCE ULT PKG RUG 10/22"	ATIA2101044.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"169.99"	"N"
"ATIA2101045"	"A2101045"	"758152102898"	"Advanced Technology Inc."	"STRIKEFORCE ULT PKG PLUS RUG 10/22"	"STRIKEFORCE ULT PKG PLUS RUG 10/22"	"STRIKEFORCE ULT PKG PLUS RUG 10/22"	ATIA2101045.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"189.99"	"N"
"ATIA2101131"	"A2101131"	"758152103062"	"Advanced Technology Inc."	"STRIKEFORCE STOCK PKG 6P AR-15"	"STRIKEFORCE STOCK PKG 6P AR-15"	"STRIKEFORCE STOCK PKG 6P AR-15"	ATIA2101131.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"104.99"	"N"
"ATIA2101211"	"A2101211"	"758152102812"	"Advanced Technology Inc."	"STRIKEFORCE ULT KIT RUG MINI-14/30"	"STRIKEFORCE ULT KIT RUG MINI-14/30"	"STRIKEFORCE ULT KIT RUG MINI-14/30"	ATIA2101211.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"199.99"	"N"
"ATIA2101222"	"A2101222"	"758152103086"	"Advanced Technology Inc."	"STRIKEFORCE STOCK PKG AR-15"	"STRIKEFORCE STOCK PKG AR-15"	"STRIKEFORCE STOCK PKG AR-15"	ATIA2101222.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"64.99"	"N"
"ATIA2101270"	"A2101270"	"758152104243"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P SAIGA"	"STRIKEFORCE STOCK 6P SAIGA"	"STRIKEFORCE STOCK 6P SAIGA"	ATIA2101270.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"79.99"	"N"
"ATIA2201005"	"A2201005"	"758152108364"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK 6P RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK 6P RUG MINI-14/30 TAN"	ATIA2201005.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2201006"	"A2201006"	"758152108371"	"Advanced Technology Inc."	"STRIKEFORCE STOCK RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK RUG MINI-14/30 TAN"	ATIA2201006.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2201007"	"A2201007"	"758152108388"	"Advanced Technology Inc."	"STRIKEFORCE STOCK SF RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK SF RUG MINI-14/30 TAN"	"STRIKEFORCE STOCK SF RUG MINI-14/30 TAN"	ATIA2201007.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"129.99"	"N"
"ATIA2201008"	"A2201008"	"758152108395"	"Advanced Technology Inc."	"STRIKEFORCE STOCK 6P RUG 10/22 TAN"	"STRIKEFORCE STOCK 6P RUG 10/22 TAN"	"STRIKEFORCE STOCK 6P RUG 10/22 TAN"	ATIA2201008.jpg	.0000	.0000	.0000	.0000	STOCKS	"n/a"	"109.99"	"N"
