"item_id",qty_available,"stock_status","active_status"
"HEV44209",0,"N","Y"
"HEV450127",0,"N","N"
"HEV45352",0,"N","N"
"HEV550123",0,"N","N"
"HEV550125",0,"N","N"
"HEV560122",0,"N","N"
"HEV560124",0,"N","N"
"HEV570123",0,"N","N"
"HEV570125",0,"N","N"
"HEV670124",0,"N","N"
"HEV670126",0,"N","N"
"HEV70308",10,"S","N"
"HEV70353",20,"S","N"
"HEV70358",10,"S","N"
"HEV81126",0,"N","Y"
"HEV82125",0,"N","Y"
"MOJHW1013",0,"N","Y"
"MOJHW2011",0,"S","Y"
"MOJHW2106",0,"N","Y"
"MOJHW2108",0,"N","Y"
"MOJHW2110",0,"S","Y"
"MOJHW2203",0,"S","Y"
"MOJHW2205",0,"N","Y"
"MOJHW2305",0,"N","Y"
"MOJHW2307",0,"N","Y"
"MOJHW2314",0,"N","Y"
"MOJHW2407",0,"N","Y"
"MOJHW2409",0,"N","Y"
"MOJHW2416",0,"N","Y"
"MOJHW4112",0,"N","Y"
"MOJHW5118",0,"N","Y"
"MOJHW63825",0,"N","Y"
"MOJHW8104",0,"N","Y"
"MOJHW8106",0,"S","Y"
"MOJHW9004",0,"S","Y"
"MOJHW9215",0,"N","Y"
"CTR2950",29,"S","Y"
"CTR3330",0,"N","Y"
"CTR3575",0,"N","Y"
"CTR3720",0,"N","Y"
"CTR6250",0,"N","Y"
"HEV91004",0,"S","Y"
"FLPWT14RC22O",8,"S","Y"
"SECPA01",63,"S","Y"
"AMTA22HV5000",0,"N","Y"
"BUC0722GYX1",0,"S","Y"
"RADBCRTCK",0,"S","Y"
"ARM15SP",0,"S","Y"
"ARM16T",0,"N","Y"
"ARM17LII",0,"N","Y"
"ARM17S",0,"N","Y"
"ARM1RAIL",0,"N","Y"
"ARM20",0,"N","Y"
"ARM22M68EXT",0,"N","Y"
"ARM22M68LII",0,"N","Y"
"ARM22TRS",0,"N","Y"
"ARM22TX30LII",0,"N","Y"
"ARM32BIPODADAP",6,"S","Y"
"ARM35M",0,"N","Y"
"UMX2252050",0,"N","Y"
"UMX2252052",0,"N","Y"
"UMX2252054",0,"N","Y"
"UMX2252055",0,"N","Y"
"UMX2252060",0,"N","Y"
"UMX2252201",0,"N","Y"
"UMX2252202",0,"N","Y"
"UMX2252203",0,"N","Y"
"UMX2252204",0,"N","Y"
"UMX2252267",0,"N","Y"
"UMX2252268",0,"N","Y"
"UMX2252270",0,"N","Y"
"UMX2252272",0,"N","Y"
"UMX2252505",0,"N","Y"
"UMX2252506",0,"N","Y"
"UMX2252508",0,"N","Y"
"UMX2252510",0,"N","Y"
"UMX2252511",0,"N","Y"
"UMX2252542",0,"N","Y"
"UMX2252548",0,"N","Y"
"UMX2252549",0,"N","Y"
"UMX2252550",0,"N","Y"
"UMX2252753",0,"N","Y"
"UMX2252754",0,"N","Y"
"UMX2252760",0,"N","Y"
"UMX2252761",0,"N","Y"
"UMX2253516",0,"N","Y"
"UMX2253517",0,"N","Y"
"UMX2253518",0,"N","Y"
"UMX2254000",0,"N","Y"
"UMX2255050",0,"S","Y"
"UMX2255051",0,"N","Y"
"UMX2255060",0,"N","Y"
"UMX2255070",0,"N","Y"
"UMX2255500",0,"N","Y"
"UMX2259015",0,"N","Y"
"UMX2259018",0,"N","Y"
"UMX2259165",0,"N","Y"
"UMX2259166",0,"N","Y"
"UMX2262402",0,"N","Y"
"UMX2262403",0,"N","Y"
"UMX2265022",0,"N","Y"
"UMX2265025",0,"N","Y"
"UMX2272110",0,"N","Y"
"UMX2272111",0,"N","Y"
"UMX2272120",0,"S","Y"
"UMX2272121",0,"N","Y"
"UMX2272540",0,"S","Y"
"UMX2273021",0,"N","Y"
"UMX2274000",0,"S","Y"
"UMX2274001",0,"N","Y"
"UMX2274005",0,"N","Y"
"UMX2276007",0,"N","Y"
"UMX2276008",0,"N","Y"
"UMX2276009",0,"N","Y"
"UMX2276010",0,"N","Y"
"UMX2278211",0,"S","Y"
"UMX2278212",0,"S","Y"
"UMX2278400",0,"N","Y"
"UMX2278403",0,"N","Y"
"UMX2279042",0,"N","Y"
"UMX2279043",0,"N","Y"
"UMX2279045",0,"N","Y"
"UMX2279046",0,"N","Y"
"UMX2279048",0,"N","Y"
"UMX2279070",0,"N","Y"
"UMX2279071",0,"N","Y"
"UMX2279103",0,"N","Y"
"UMX2279104",0,"N","Y"
"UMX2279507",0,"N","Y"
"UMX2279508",0,"N","Y"
"UMX2279509",0,"N","Y"
"UMX2279510",0,"N","Y"
"UMX2315012",0,"N","Y"
"UMX2315014",0,"N","Y"
"UMX2315018",0,"N","Y"
"UMX2315052",0,"N","Y"
"UMX2317338",0,"N","Y"
"UMX2317385",0,"S","Y"
"UMX2317386",0,"N","Y"
"UMX2317389",0,"S","Y"
"HOG17401",0,"N","Y"
"HOG50330",0,"N","Y"
"HOG50332",0,"N","Y"
"HOG50334",0,"N","Y"
"HOG50336",0,"N","Y"
"HOG50446",0,"N","Y"
"HOG98127",0,"N","Y"
"HOG98128",0,"N","Y"
"HOG98129",0,"N","Y"
"OTSFG246",24,"S","Y"
"BSABSMLBS",0,"P","N"
"BSAMINIPMMSCP",0,"P","N"
"BSAPMRGBSCP",0,"P","N"
"BSATWLS650",0,"P","N"
"BSATWLUM80CP",0,"P","N"
"BSATWPMMSCP",0,"P","N"
"CAS00016",0,"N","Y"
"CAS00322",0,"N","Y"
"CAS00322M",0,"N","Y"
"CAS00324",0,"N","Y"
"CAS00324M",0,"N","Y"
"CAS00901",0,"N","Y"
"CAS00902",0,"N","Y"
"CAS00903",0,"N","Y"
"CAS00905",0,"N","Y"
"CAS00910",0,"N","Y"
"CAS01074",0,"N","Y"
"CAS01075",0,"N","Y"
"CAS01079",0,"N","Y"
"CAS01085",0,"N","Y"
"CAS03338",0,"N","Y"
"CAS03520",0,"N","Y"
"CAS03766",0,"N","Y"
"CAS03767",0,"N","Y"
"CAS05947",0,"N","Y"
"CAS06022",0,"N","Y"
"CAS06024",0,"N","Y"
"CAS06025",0,"N","Y"
"CAS07013",0,"N","Y"
"CAS07049",0,"N","Y"
"CAS07051",0,"N","Y"
"CAS07054",0,"N","Y"
"CAS07149",0,"N","Y"
"CAS07248",0,"N","Y"
"CAS07249",0,"N","Y"
"CAS07250",0,"N","Y"
"CAS07324",0,"N","Y"
"CAS07325",0,"N","Y"
"CAS07380",0,"N","Y"
"CAS07381",0,"N","Y"
"CAS07444",0,"N","Y"
"CAS07585",0,"N","Y"
"CAS08033",0,"N","Y"
"CAS08040",0,"N","Y"
"CAS08041",0,"N","Y"
"CAS08846",0,"N","Y"
"CAS08847",0,"N","Y"
"CAS08848",0,"N","Y"
"CAS08849",0,"N","Y"
"CAS09066",0,"N","Y"
"CAS09067",0,"N","Y"
"CAS09068",0,"N","Y"
"CAS09085",0,"N","Y"
"CAS09769",0,"N","Y"
"CAS09771",0,"N","Y"
"CAS10128",0,"N","Y"
"CAS10129",0,"N","Y"
"CAS10444",0,"N","Y"
"CAS10445",0,"N","Y"
"TEX01108",1,"S","Y"
"TEX01117",0,"N","Y"
"TEX10605",0,"N","Y"
"TEX14187PDQ",0,"N","Y"
"TEX14252",0,"N","Y"
"TEX14604",0,"N","Y"
"TEX14966",0,"N","Y"
"TEX14968",0,"N","Y"
"TEX15136",108,"N","Y"
"TEX15164",0,"N","Y"
"TEX31912",0,"N","Y"
"TEX66228",0,"N","Y"
"TEX66820",0,"N","Y"
"TRUBC999H9",0,"N","Y"
"TRUTG2590BC",0,"N","Y"
"TRUTG324J",0,"N","Y"
"TRUTG5915B",0,"N","Y"
"TRUTG5915J",0,"N","Y"
"TRUTG6211B",0,"N","Y"
"TRUTG6311B",0,"N","Y"
"TRUTG76BR",0,"N","Y"
"TRUTG76CB",0,"N","Y"
"TRUTG818AD",0,"N","Y"
"TRUTG818CD",0,"N","Y"
"TRUTG830RN",0,"N","Y"
"TRUTG8385BN",0,"N","Y"
"TRUTG8971B",0,"N","Y"
"TRUTG999H10",0,"N","Y"
"TRUTG999T1Y",0,"N","Y"
"TRUTG999T2L",0,"N","Y"
"TRUTG999T3X",0,"N","Y"
"TRUTG999T3Z",0,"N","Y"
"TRUTG999T5M",0,"N","Y"
"TRUTG999T5Y",0,"N","Y"
"WAR731LS",0,"N","Y"
"WAR731S",0,"N","Y"
"WAR732LG",0,"N","Y"
"WARA964C",0,"N","Y"
"WARM666208",0,"N","Y"
"ZIP121230",0,"N","Y"
"ZIP142280A",0,"N","Y"
"ZIP40295",0,"N","Y"
"ZIP40297",0,"N","Y"
"ZIP40299",0,"N","Y"
"ZIP40304",0,"N","Y"
"ZIP44002000002",0,"N","Y"
"ZIP44031",0,"N","Y"
"ZIP44033",0,"N","Y"
"TIM1001",0,"N","Y"
"TIM1002",0,"N","Y"
"TIM101",0,"N","Y"
"TIM10222C16",0,"N","Y"
"TIM10223C16",0,"N","Y"
"TIM103",0,"N","Y"
"TIM105",0,"N","Y"
"TIM201",0,"N","Y"
"TIM203",0,"N","Y"
"TIM2201",0,"N","Y"
"TIM22013",0,"N","Y"
"TIM302",0,"N","Y"
"TIM305",0,"N","Y"
"TIM401",1,"S","Y"
"TIM40216",0,"N","Y"
"TIM500",0,"N","Y"
"TIM501",0,"N","Y"
"TIM517",0,"N","Y"
"TIM518",0,"N","Y"
"TIM611",0,"S","Y"
"TIM621",0,"N","Y"
"TIM635",0,"N","Y"
"TIM63816",0,"N","Y"
"TIM665L",0,"N","Y"
"TIM667L",0,"N","Y"
"TIM671",0,"N","Y"
"TIM691S",4,"S","Y"
"TIM788",0,"N","Y"
"CAS10446",0,"N","Y"
"CAS10531",0,"N","Y"
"CAS11622",0,"N","Y"
"CAS11625",0,"N","Y"
"CAS12835",0,"N","Y"
"CAS12837",0,"N","Y"
"CAS12839",0,"N","Y"
"CAS13000",0,"N","Y"
"CAS13347",0,"N","Y"
"CAS13350",0,"N","Y"
"CAS15702",0,"N","Y"
"CAS15703",0,"N","Y"
"CAS15704",0,"N","Y"
"CAS15730",0,"N","Y"
"CAS15731",0,"N","Y"
"CAS15732",0,"N","Y"
"CAS15733",0,"N","Y"
"CAS16092",0,"N","Y"
"CAS16093",0,"N","Y"
"CAS16094",0,"N","Y"
"CAS16095",0,"N","Y"
"CAS18228",0,"N","Y"
"CAS18318",0,"N","Y"
"CAS18319",0,"N","Y"
"CAS18320",0,"N","Y"
"CAS18362",0,"N","Y"
"CAS18363",0,"N","Y"
"CAS18364",0,"N","Y"
"CAS18365",0,"N","Y"
"CAS28922",0,"N","Y"
"CAS28923",0,"N","Y"
"CAS28925",0,"N","N"
"CAS31737",0,"N","Y"
"CAS31738",0,"N","Y"
"CAS32062",0,"N","Y"
"CAS32063",0,"N","Y"
"CAS50004",0,"N","Y"
"CAS50006",0,"N","Y"
"CAS50032",0,"N","Y"
"CAS50036",0,"N","Y"
"CAS50038",0,"N","Y"
"CAS50127",0,"N","Y"
"CAS50128",0,"N","Y"
"CAS50129",0,"N","Y"
"CAS50141",0,"N","Y"
"CAS50160",0,"N","Y"
"CAS50161",0,"N","Y"
"CAS50162",0,"N","Y"
"CAS50163",0,"N","Y"
"CAS51371",0,"N","Y"
"CAS51372",0,"N","Y"
"CAS51373",0,"N","Y"
"CAS51374",0,"N","Y"
"CAS58389",0,"N","Y"
"CAS58591",0,"N","Y"
"CAS58592",0,"N","Y"
"CAS58593",0,"N","Y"
"CAS60429",0,"N","Y"
"CAS60430",0,"N","Y"
"CAS60432",0,"N","Y"
"CAS60433",0,"N","Y"
"CAS62534M",0,"N","Y"
"CAS62585M",0,"N","Y"
"CAS62630M",0,"N","Y"
"CAS62700M",0,"N","Y"
"CAS62756M",0,"N","Y"
"CAS62837M",0,"N","Y"
"CAS62881M",0,"N","Y"
"CAS62916M",0,"N","Y"
"CAS62991M",0,"N","Y"
"CAS63024M",0,"N","Y"
"CAS63025M",0,"N","Y"
"CAS63026M",0,"N","Y"
"CAS63027M",0,"N","Y"
"CAS68132",0,"N","Y"
"CAS68134",0,"N","Y"
"TIMTS010",0,"N","Y"
"EAREP3ORSPRBULK",0,"N","Y"
"EAREP4ORLPRBULK",0,"N","Y"
"EAREP7BKMPR",0,"N","Y"
"EAREP7BKSPR",0,"N","Y"
"EAREP7COMPLYSTLPRBULK",0,"N","Y"
"EAREP7COMPLYSTSPRBULK",0,"N","Y"
"EAREP7ORMPR",0,"N","Y"
"EAREP7ORSPR",0,"N","Y"
"EAREP8BLMPRBULK",0,"N","Y"
"EAREP8BLSPRBULK",0,"N","Y"
"EAREP9BLSPR",0,"N","Y"
"SNS9781616282189",17,"S","Y"
"SNS9781616284848",8,"S","Y"
"SNS9781616284862",8,"S","Y"
"TSI26830",0,"N","Y"
"UMX2130327",0,"N","Y"
"UMX2137510",0,"N","Y"
"UMX2166023",0,"N","Y"
"UMX2166025",0,"N","Y"
"UMX2166155",0,"N","Y"
"UMX2166159",0,"N","Y"
"UMX2166200",0,"N","Y"
"UMX2166205",0,"N","Y"
"UMX2166445",0,"N","Y"
"UMX2166447",0,"N","Y"
"UMX2166460",0,"N","Y"
"UMX2167505",0,"N","Y"
"UMX2167520",0,"N","Y"
"UMX2244010",0,"N","Y"
"UMX2244029",0,"N","Y"
"UMX2244221",0,"N","Y"
"UMX2251001",0,"N","Y"
"UMX2251004",0,"N","Y"
"UMX2251204",0,"N","Y"
"UMX2251302",0,"N","Y"
"UMX2252014",0,"N","Y"
"UMX2252016",0,"N","Y"
"UMX2252062",0,"N","Y"
"UMX2252064",0,"N","Y"
"UMX2252069",0,"N","Y"
"UMX2252150",0,"N","Y"
"UMX2252207",0,"N","Y"
"UMX2252209",0,"N","Y"
"UMX2252258",0,"N","Y"
"UMX2252261",0,"N","Y"
"UMX2252290",0,"N","Y"
"UMX2252295",0,"N","Y"
"UMX2252502",0,"S","Y"
"UMX2252504",0,"N","Y"
"UMX2252513",0,"N","Y"
"UMX2252515",0,"N","Y"
"UMX2252520",0,"N","Y"
"UMX2252534",0,"N","Y"
"UMX2252552",0,"N","Y"
"UMX2252600",0,"N","Y"
"UMX2252750",0,"N","Y"
"UMX2252752",0,"N","Y"
"UMX2253000",0,"N","Y"
"UMX2253002",0,"N","Y"
"UMX2253510",0,"N","Y"
"UMX2253514",0,"N","Y"
"UMX2254510",0,"N","Y"
"UMX2254804",0,"N","Y"
"UMX2254855",0,"N","Y"
"UMX2255001",0,"N","Y"
"UMX2255502",0,"N","Y"
"UMX2255508",0,"N","Y"
"UMX2257001",0,"N","Y"
"UMX2257010",0,"N","Y"
"UMX2261010",0,"N","Y"
"UMX2261021",0,"N","Y"
"UMX2262030",0,"S","Y"
"UMX2262033",0,"N","Y"
"UMX2267700",0,"N","Y"
"UMX2269520",0,"N","Y"
"UMX2272014",0,"N","Y"
"UMX2272100",0,"S","Y"
"UMX2272541",0,"N","Y"
"UMX2272543",0,"S","Y"
"UMX2273012",0,"N","Y"
"UMX2273020",0,"N","Y"
"UMX2274006",0,"N","Y"
"UMX2274021",0,"N","Y"
"UMX2274026",0,"N","Y"
"UMX2274080",0,"S","Y"
"UMX2275001",0,"N","Y"
"UMX2278034",0,"S","Y"
"UMX2278036",0,"S","Y"
"UMX2278056",0,"N","Y"
"UMX2278200",0,"S","Y"
"UMX2278210",0,"N","Y"
"UMX2278406",0,"S","Y"
"UMX2278412",0,"N","Y"
"UMX2279029",0,"N","Y"
"UMX2279041",0,"N","Y"
"UMX2279057",0,"N","Y"
"UMX2279059",0,"N","Y"
"UMX2279065",0,"N","Y"
"UMX2279067",0,"N","Y"
"UMX2279301",0,"N","Y"
"UMX2279311",0,"N","Y"
"UMX2279501",0,"N","Y"
"UMX2279506",0,"N","Y"
"UMX2279511",0,"N","Y"
"UMX2300050",0,"N","Y"
"UMX2300596",0,"N","Y"
"UMX2315010",0,"N","Y"
"UMX2317374",0,"N","Y"
"UMX2317376",0,"S","Y"
"UMX2317381",0,"S","Y"
"UMX2317383",0,"N","Y"
"HOG22002",0,"N","Y"
"HOG35099",0,"N","Y"
"HOG50242",0,"N","Y"
"HOG50246",0,"N","Y"
"HOG50338",0,"N","Y"
"HOG50342",0,"N","Y"
"HOG50438",0,"N","Y"
"HOG50442",0,"N","Y"
"HOG98148",0,"N","Y"
"BERC89166",0,"N","Y"
"ZIP40310",12,"S","Y"
"OTSFG410UP",12,"S","Y"
"BSATW35RDCP",0,"P","N"
"BSATW35RGMCP",0,"P","N"
"BSATWLLCP",0,"P","N"
"BSATWLLRCP",0,"P","N"
"CAS00023",0,"N","Y"
"CAS00054",0,"N","Y"
"CAS00264",0,"N","Y"
"CAS00312",0,"N","Y"
"CAS00346",0,"N","Y"
"CAS00347",0,"N","Y"
"CAS00435",0,"N","Y"
"CAS00438",0,"N","Y"
"CAS00924",0,"N","Y"
"CAS00954",0,"N","Y"
"CAS01037",0,"N","Y"
"CAS01058",0,"N","Y"
"CAS01826",0,"N","Y"
"CAS02616",0,"N","Y"
"CAS02808",0,"N","Y"
"CAS03286M",0,"N","Y"
"CAS03288",0,"N","Y"
"CAS05123",0,"N","Y"
"CAS05130",0,"N","Y"
"CAS05685",0,"N","Y"
"CAS05810",0,"N","Y"
"CAS05877",0,"N","Y"
"CAS06034",0,"N","Y"
"CAS06234",0,"N","Y"
"CAS06691",0,"N","Y"
"CAS06995",0,"N","Y"
"CAS07055",0,"N","Y"
"CAS07061",0,"N","Y"
"CAS07063",0,"N","Y"
"CAS07145",0,"N","Y"
"CAS07147",0,"N","Y"
"CAS07254",0,"N","Y"
"CAS07257",0,"N","Y"
"CAS07318",0,"N","Y"
"CAS07320",0,"N","Y"
"CAS07399",0,"N","Y"
"CAS07401",0,"N","Y"
"CAS07437",0,"N","Y"
"CAS07439",0,"N","Y"
"CAS08043",0,"N","Y"
"CAS08054",0,"N","Y"
"CAS08060",0,"N","Y"
"CAS08795",0,"N","Y"
"CAS08851",0,"N","Y"
"CAS08853",0,"N","Y"
"CAS09063",0,"N","Y"
"CAS09065",0,"N","Y"
"CAS09105",0,"N","Y"
"CAS09397",0,"N","Y"
"CAS09697",0,"N","Y"
"CAS09742",0,"N","Y"
"CAS10132",0,"N","Y"
"CAS10398",0,"N","Y"
"CAS10440",0,"N","Y"
"CAS10442",0,"N","Y"
"CAS10533",0,"N","Y"
"CAS10535",0,"N","Y"
"CAS11619",0,"N","Y"
"CAS11621",0,"N","Y"
"CAS11868",0,"N","Y"
"CAS12831",0,"N","Y"
"CAS12833",0,"N","Y"
"CAS13002",0,"N","Y"
"CAS13004",0,"N","Y"
"CAS13342",0,"N","Y"
"CAS13344",0,"N","Y"
"CAS15705",0,"N","Y"
"CAS15707",0,"N","Y"
"CAS15727",0,"N","Y"
"CAS15729",0,"N","Y"
"CAS15734",0,"N","Y"
"CAS15736",0,"N","Y"
"CAS16004",0,"N","Y"
"CAS17910",0,"N","Y"
"CAS17912",0,"N","Y"
"CAS18222",0,"N","Y"
"CAS18224",0,"N","Y"
"CAS18226",0,"N","Y"
"CAS18321",0,"N","Y"
"CAS18331",0,"N","Y"
"CAS18339",0,"N","Y"
"CAS18361",0,"N","Y"
"CAS20108",0,"N","Y"
"CAS20114",0,"N","Y"
"CAS25671",0,"N","Y"
"CAS28704",0,"N","Y"
"CAS28706",0,"N","Y"
"CAS30111",0,"N","Y"
"CAS31734",0,"N","Y"
"CAS31736",0,"N","Y"
"CAS32065",0,"N","Y"
"CAS32067",0,"N","Y"
"CAS42946",0,"N","Y"
"CAS50003",0,"N","Y"
"CAS50055",0,"N","Y"
"CAS50063",0,"N","Y"
"CAS50123",0,"N","Y"
"CAS50125",0,"N","Y"
"CAS50143",0,"N","Y"
"CAS50145",0,"N","Y"
"CAS50157",0,"N","Y"
"CAS50159",0,"N","Y"
"CAS50164",0,"N","Y"
"CAS50166",0,"N","Y"
"CAS50185",0,"N","Y"
"CAS50191",0,"N","Y"
"CAS51376",0,"N","Y"
"CAS58137",0,"N","Y"
"CAS58173",0,"N","Y"
"CAS58176",0,"N","Y"
"CAS58595",0,"N","Y"
"CAS58597",0,"N","Y"
"CAS60187",0,"N","Y"
"CAS60428",0,"N","Y"
"CAS60435",0,"N","Y"
"CAS61900",0,"N","Y"
"CAS61946",0,"N","Y"
"CAS62189M",0,"N","Y"
"CAS62702M",0,"N","Y"
"CAS62709",0,"N","Y"
"CAS62716M",0,"N","Y"
"CAS62719M",0,"N","Y"
"CAS62996M",0,"N","Y"
"CAS63007M",0,"N","Y"
"CAS63019M",0,"N","Y"
"CAS63023M",0,"N","Y"
"CAS63028M",0,"N","Y"
"CAS63036M",0,"N","Y"
"CAS63095M",0,"N","Y"
"CAS63097M",0,"N","Y"
"CAS68574",0,"N","Y"
"CAS68605",0,"N","Y"
"CASGRAPHIC2012",0,"N","Y"
"CRMDS12PACK",0,"N","Y"
"FRG14686",0,"N","Y"
"FRG14736",0,"N","N"
"FRG14756",0,"N","N"
"FRGFL5G",0,"N","N"
"FRGFP5ML",2060,"S","Y"
"FLM6645GP",0,"N","Y"
"FLMMD660",0,"N","Y"
"FLMSF120",0,"N","Y"
"MADMD184",0,"N","Y"
"MADMD275",0,"N","Y"
"MADMD285",0,"N","Y"
"MADMD3660",0,"N","Y"
"MADMD380",0,"N","Y"
"MADMD482",0,"N","Y"
"MADMD491",0,"N","Y"
"BUT24236",0,"S","Y"
"FLM5970CD",0,"N","Y"
"FLM8091SHU",0,"N","Y"
"FLM8093SHU",0,"N","Y"
"FLM9002FBU",0,"N","Y"
"SECFBS01",0,"O","N"
"FLR322015200",0,"N","Y"
"FLR322019502",0,"N","Y"
"FLR4127306",0,"N","Y"
"FLR4127309",0,"N","Y"
"FLR43100030800S",0,"N","Y"
"FLR43100031600S",0,"N","Y"
"FLR43100050500S",0,"N","Y"
"FLR43100060500S",0,"N","Y"
"DIA1088",0,"S","Y"
"DIA1101",2,"S","Y"
"DIA1251",1,"S","Y"
"DIA1351",0,"N","Y"
"DIA2001",6,"S","Y"
"DIA2131",6,"S","Y"
"DIA2271",0,"N","Y"
"DIA2701",0,"N","Y"
"DIA2821",0,"S","Y"
"DIA2891",0,"N","Y"
"PRI108",0,"N","Y"
"PRI110",0,"N","Y"
"PRI1176",0,"N","Y"
"PRI1184",0,"N","Y"
"PRI1215",0,"N","Y"
"PRI1223",0,"N","Y"
"PRI1245",0,"N","Y"
"PRI1247",0,"N","Y"
"PRI158",0,"N","Y"
"PRI160",0,"N","Y"
"PRI1647",0,"N","Y"
"PRI1650",0,"N","Y"
"PRI1652",0,"N","Y"
"PRI216",0,"N","Y"
"PRI217W",0,"N","Y"
"PRI252",0,"N","Y"
"PRI255",0,"N","Y"
"PRI270",0,"N","Y"
"PRI272",0,"N","Y"
"PRI276",0,"N","Y"
"PRI306",0,"N","Y"
"PRI311",0,"N","Y"
"PRI321",0,"N","Y"
"PRI324",0,"N","Y"
"PRI339",0,"N","Y"
"PRI342",0,"N","Y"
"PRI348",0,"N","Y"
"PRI354",0,"N","Y"
"PRI359",0,"N","Y"
"PRI372",0,"N","Y"
"PRI3755",0,"N","Y"
"PRI41081",0,"N","Y"
"PRI41101",0,"N","Y"
"PRI43201",0,"N","Y"
"PRI44012",0,"N","Y"
"PRI46081",0,"N","Y"
"PRI46101",0,"N","Y"
"PRI53497",0,"N","Y"
"PRI53499",0,"N","Y"
"PRI53509",0,"N","Y"
"PRI53517",0,"N","Y"
"PRI57680",0,"N","Y"
"PRI57803",0,"N","Y"
"PRI58073",0,"N","Y"
"PRI58075",0,"N","Y"
"PRI58101",0,"N","Y"
"PRI58506",0,"N","Y"
"PRI58678",0,"N","Y"
"PRI58704",0,"N","Y"
"PRI58861",0,"N","Y"
"PRI59446",0,"N","Y"
"PRI60087",0,"N","Y"
"PRI60089",0,"N","Y"
"PRI6041",0,"N","Y"
"PRI606",0,"N","Y"
"PRI6225",0,"N","Y"
"PRI6228",0,"N","Y"
"PRI62364",0,"N","Y"
"PRI62391",0,"N","Y"
"PRI62701",0,"N","Y"
"PRI62703",0,"N","Y"
"PRI63024",0,"N","Y"
"PRI63039",0,"N","Y"
"PRI63095",0,"N","Y"
"PRI6371",0,"N","Y"
"PRI64011",0,"N","Y"
"PRI64013",0,"N","Y"
"PRI651",0,"N","Y"
"PRI65101",0,"N","Y"
"PRI6534",0,"N","Y"
"PRI6539",0,"N","Y"
"PRI65486",0,"N","Y"
"PRI65499",0,"N","Y"
"PRI65615",0,"N","Y"
"PRI6562",0,"N","Y"
"PRI65629",0,"N","Y"
"PRI6564",0,"N","Y"
"CTR6220",0,"N","Y"
"FLPWT14SQ22Y",3,"S","Y"
"FLPWT14TU22R",7,"S","Y"
"RADFPD500",3,"S","Y"
"RADFP70B250",6,"S","Y"
"ARM10",6,"S","Y"
"ARM12",0,"N","Y"
"ARM19",0,"S","Y"
"ARM1933",6,"S","Y"
"ARM19ACOG",6,"S","Y"
"ARM19LDACOG",3,"S","Y"
"ARM22M68MSP",0,"N","Y"
"ARM22M68SP",0,"N","Y"
"ARM22TRC",0,"N","Y"
"ARM22TRR",0,"N","Y"
"ARM35ULTRAL",0,"N","Y"
"ARM36EX556",0,"N","Y"
"ARM36EXAR10",0,"N","Y"
"ARM36SEX557",0,"N","Y"
"ARM39",0,"N","Y"
"ARM3RAIL",6,"S","Y"
"ARM40",0,"N","Y"
"ARM40L",0,"N","Y"
"ARM40LC",0,"N","Y"
"ARM50CM",0,"N","Y"
"ARM50CV03",0,"N","Y"
"ARM50MCV",0,"N","Y"
"ARM51",0,"N","Y"
"ARM71LF",0,"N","Y"
"ARM71LFRSET",0,"N","Y"
"ARM71LR",0,"N","Y"
"ARM72",3,"N","Y"
"MSA701GRN",0,"N","Y"
"MSA701SMK",0,"N","Y"
"MSA701TAN",0,"N","Y"
"MSA702BLK",0,"N","Y"
"MSA713",0,"N","Y"
"MSA714",0,"N","Y"
"MSA715",0,"N","Y"
"MSA716",0,"N","Y"
"MSA722TAN",0,"N","Y"
"MSA723BLK",0,"N","Y"
"MSA723GRN",0,"N","Y"
"MSA723TAN",0,"N","Y"
"MSA732SMK",0,"N","Y"
"MSA732TAN",0,"N","Y"
"MSA733BLK",0,"N","Y"
"MSA733GRN",0,"N","Y"
"OTSFG2239",0,"N","Y"
"OTSFG85211",0,"N","Y"
"BUS260330",0,"N","Y"
"BUSPP1010BG",0,"N","Y"
"BUSPP1025",0,"N","Y"
"MSI80375",0,"N","Y"
"MSI80385",0,"N","Y"
"MSI80386",0,"N","Y"
"MSI80387",0,"N","Y"
"RADBCCVW040CS",0,"N","Y"
"RADBCHK8OCS",0,"N","Y"
"RADBCMZ50CS",0,"N","Y"
"RADBCRG7010CS",0,"N","Y"
"RADRAD26YCS",0,"N","Y"
"RADRADCEPB",0,"N","Y"
"RADRADCEPO",0,"N","Y"
"RADRADCEPP",0,"N","Y"
"TANA400S",0,"N","Y"
"TANA800",0,"N","Y"
"TANA800M",0,"N","Y"
"TANA800S",0,"N","Y"
"TANAC212",0,"N","Y"
"TANAC212DB",0,"N","Y"
"TANAC213",0,"N","Y"
"TANAC213DB",0,"N","Y"
"TANAC221",0,"N","Y"
"TANAC221DB",0,"N","Y"
"PRI65701",0,"N","Y"
"PRI65801",0,"N","Y"
"PRI65804",0,"S","Y"
"PRI664",0,"N","Y"
"PRI6676",0,"N","Y"
"PRI66907",0,"N","Y"
"PRI6737",0,"N","Y"
"PRI6739",0,"N","Y"
"PRI6773",0,"N","Y"
"PRI6775",0,"N","Y"
"PRI687",0,"N","Y"
"PRI69025",0,"N","Y"
"PRI6913",0,"N","Y"
"PRI6915",0,"N","Y"
"PRI701",0,"N","Y"
"PRI7062",0,"N","Y"
"PRI721",0,"N","Y"
"PRI730",0,"N","Y"
"PRI751",0,"N","Y"
"PRI754",0,"N","Y"
"PRI7731",0,"N","Y"
